('42', '141', '2034-11-21 18:06:29', '1'),
('33', '73', '2029-03-21 04:28:18', '1'),
('48', '130', '2033-12-16 02:40:00', '1'),
('46', '67', '2028-09-06 14:26:18', '-1'),
('49', '38', '2027-01-25 14:06:16', '-1'),
('38', '53', '2027-07-22 05:51:05', '1'),
('1', '72', '2029-02-26 08:50:04', '1'),
('36', '119', '2033-01-11 02:20:32', '-1'),
('37', '97', '2031-03-21 08:51:46', '1'),
('15', '97', '2031-03-21 08:51:46', '1'),
('15', '63', '2028-05-15 12:15:08', '-1'),
('15', '7', '2024-03-26 14:50:41', '1'),
('45', '74', '2029-04-26 01:02:40', '1'),
('16', '103', '2031-09-06 21:01:30', '1'),
('10', '123', '2033-05-16 14:20:49', '-1'),
('46', '17', '2026-10-08 09:16:09', '1'),
('9', '142', '2034-12-16 04:51:44', '-1'),
('33', '96', '2031-02-26 13:13:32', '1'),
('1', '127', '2033-09-06 01:24:58', '-1'),
('5', '108', '2032-02-26 15:25:16', '-1'),
('6', '20', '2024-10-13 02:13:44', '-1'),
('39', '110', '2032-04-26 22:44:53', '1'),
('50', '119', '2033-01-11 02:20:32', '1'),
('44', '75', '2029-05-15 14:26:52', '-1'),
('40', '66', '2028-08-16 09:55:05', '1'),
('17', '39', '2026-05-16 07:51:40', '-1'),
('45', '126', '2033-08-17 12:00:46', '-1'),
('15', '107', '2032-01-12 00:08:48', '-1'),
('49', '123', '2033-05-16 14:20:49', '-1'),
('42', '6', '2026-06-16 07:04:59', '1'),
('36', '101', '2031-07-21 14:38:01', '1'),
('6', '43', '2026-09-05 18:55:49', '-1'),
('44', '14', '2026-08-10 17:03:33', '1'),
('26', '68', '2028-10-14 02:07:41', '1'),
('8', '115', '2032-09-05 23:13:14', '1'),
('13', '136', '2034-06-11 18:24:49', '1'),
('39', '42', '2026-08-17 05:31:37', '1'),
('47', '49', '2027-03-22 00:04:50', '1'),
('7', '23', '2025-01-10 17:39:39', '1'),
('22', '57', '2027-11-21 11:37:20', '1'),
('30', '122', '2033-04-27 00:56:37', '1'),
('41', '125', '2033-07-20 19:01:29', '-1'),
('18', '17', '2024-07-21 23:15:53', '1'),
('44', '44', '2026-10-13 06:37:12', '1'),
('25', '146', '2035-04-27 05:20:05', '1'),
('47', '120', '2033-02-25 17:37:00', '1'),
('43', '25', '2026-07-20 12:32:20', '1'),
('8', '62', '2028-04-25 22:50:56', '1'),
('12', '138', '2034-08-15 23:05:29', '1'),
('25', '96', '2031-02-26 13:13:32', '1'),
('28', '40', '2026-06-11 09:43:56', '1'),
('31', '115', '2032-09-05 23:13:14', '1'),
('16', '51', '2027-05-16 10:03:24', '1'),
('36', '131', '2034-01-11 04:32:16', '1'),
('9', '88', '2030-06-10 18:30:52', '1'),
('48', '74', '2029-04-26 01:02:40', '1'),
('41', '96', '2031-02-26 13:13:32', '1'),
('16', '131', '2034-01-11 04:32:16', '1'),
('48', '21', '2026-12-20 17:31:54', '-1'),
('28', '79', '2029-09-06 16:38:02', '1'),
('36', '8', '2025-12-09 05:31:03', '1'),
('49', '90', '2030-08-16 14:18:33', '1'),
('13', '132', '2034-02-25 19:48:44', '-1'),
('15', '144', '2035-02-25 22:00:28', '-1'),
('25', '148', '2035-06-11 20:36:33', '1'),
('12', '14', '2024-04-26 14:04:00', '1'),
('23', '15', '2024-11-21 05:02:08', '1'),
('5', '122', '2033-04-27 00:56:37', '1'),
('7', '71', '2029-01-11 17:33:36', '1'),
('46', '2', '2026-10-08 09:16:09', '-1'),
('1', '135', '2034-05-16 16:32:33', '1'),
('10', '116', '2032-10-13 10:54:37', '-1'),
('23', '113', '2032-07-22 07:56:46', '1'),
('12', '91', '2030-09-06 18:49:46', '1'),
('27', '60', '2028-02-25 15:31:19', '-1'),
('31', '125', '2033-07-20 19:01:29', '1'),
('4', '22', '2024-12-15 15:47:23', '1'),
('50', '44', '2027-02-28 19:33:37', '1'),
('5', '51', '2027-05-16 10:03:24', '-1'),
('50', '68', '2028-10-14 02:07:41', '1'),
('30', '62', '2028-04-25 22:50:56', '-1'),
('43', '137', '2034-07-20 21:13:13', '-1'),
('1', '95', '2031-01-11 21:57:04', '1'),
('7', '7', '2023-09-06 12:20:37', '1'),
('45', '131', '2034-01-11 04:32:16', '-1'),
('21', '79', '2029-09-06 16:38:02', '1'),
('39', '116', '2032-10-13 10:54:37', '1'),
('10', '85', '2030-03-21 06:40:02', '1'),
('13', '128', '2033-10-13 13:06:21', '1'),
('45', '142', '2034-12-16 04:51:44', '1'),
('29', '28', '2025-06-11 07:32:12', '1'),
('6', '44', '2026-10-13 06:37:12', '1'),
('14', '5', '2024-02-21 09:23:20', '1'),
('44', '37', '2026-08-10 17:03:33', '1'),
('9', '111', '2032-05-16 12:09:05', '-1'),
('37', '140', '2034-10-13 15:18:05', '-1'),
('7', '2', '2023-07-08 05:01:00', '1'),
('38', '11', '2026-02-20 13:46:48', '-1'),
('23', '92', '2030-10-14 06:31:09', '1'),
('13', '80', '2029-10-14 04:19:25', '1'),
('39', '136', '2034-06-11 18:24:49', '1'),
('10', '38', '2026-04-26 18:27:28', '1'),
('22', '140', '2034-10-13 15:18:05', '1'),
('47', '34', '2026-11-13 05:50:31', '1'),
('45', '34', '2026-09-15 13:37:55', '1'),
('33', '36', '2026-02-27 02:14:52', '-1'),
('40', '90', '2030-08-16 14:18:33', '-1'),
('3', '11', '2024-01-11 15:27:55', '1'),
('20', '3', '2024-08-30 02:04:17', '1'),
('25', '94', '2030-12-16 20:04:48', '1'),
('46', '93', '2030-11-22 09:19:33', '1'),
('21', '58', '2027-12-15 22:22:35', '-1'),
('16', '142', '2034-12-16 04:51:44', '-1'),
('46', '80', '2029-10-14 04:19:25', '-1'),
('4', '79', '2029-09-06 16:38:02', '1'),
('25', '8', '2025-01-15 15:00:42', '1'),
('46', '72', '2029-02-26 08:50:04', '1'),
('43', '41', '2026-07-22 03:39:21', '1'),
('43', '21', '2026-07-20 12:32:20', '1'),
('22', '115', '2032-09-05 23:13:14', '-1'),
('7', '139', '2034-09-06 03:36:42', '-1'),
('10', '101', '2031-07-21 14:38:01', '-1'),
('49', '137', '2034-07-20 21:13:13', '1'),
('2', '42', '2026-08-17 05:31:37', '1'),
('35', '100', '2031-06-10 20:42:36', '1'),
('21', '90', '2030-08-16 14:18:33', '-1'),
('38', '74', '2029-04-26 01:02:40', '1'),
('43', '62', '2028-04-25 22:50:56', '-1'),
('8', '135', '2034-05-16 16:32:33', '1'),
('19', '61', '2028-03-21 02:16:34', '-1'),
('36', '60', '2028-02-25 15:31:19', '1'),
('37', '70', '2028-12-16 15:41:20', '1'),
('34', '52', '2027-06-11 11:55:40', '-1'),
('35', '76', '2029-06-10 16:19:08', '1'),
('6', '48', '2027-02-25 13:19:35', '1'),
('43', '82', '2029-12-16 17:53:04', '1'),
('45', '124', '2033-06-11 16:13:05', '1'),
('26', '136', '2034-06-11 18:24:49', '-1'),
('31', '96', '2031-02-26 13:13:32', '1'),
('12', '107', '2032-01-12 00:08:48', '1'),
('17', '111', '2032-05-16 12:09:05', '-1'),
('13', '77', '2029-07-21 10:14:33', '-1'),
('27', '54', '2027-08-17 07:43:21', '1'),
('38', '3', '2026-02-20 13:46:48', '-1'),
('37', '114', '2032-08-17 09:49:02', '1'),
('25', '119', '2033-01-11 02:20:32', '1'),
('23', '59', '2028-01-11 00:14:51', '1'),
('30', '120', '2033-02-25 17:37:00', '1'),
('17', '15', '2024-05-16 03:28:12', '-1'),
('18', '1', '2024-06-21 00:02:34', '-1'),
('5', '106', '2031-12-16 22:16:32', '1'),
('39', '103', '2031-09-06 21:01:30', '1'),
('40', '63', '2028-05-15 12:15:08', '1'),
('39', '2', '2026-03-25 04:07:08', '1'),
('46', '118', '2032-12-16 00:28:16', '1'),
('19', '35', '2026-01-10 19:51:23', '1'),
('25', '111', '2032-05-16 12:09:05', '-1'),
('21', '65', '2028-07-21 08:02:49', '-1'),
('10', '68', '2028-10-14 02:07:41', '1'),
('10', '13', '2024-03-21 17:29:38', '1'),
('4', '11', '2024-01-11 15:27:55', '-1'),
('1', '96', '2031-02-26 13:13:32', '-1'),
('9', '28', '2025-06-11 07:32:12', '1'),
('36', '10', '2025-12-09 05:31:03', '-1'),
('19', '15', '2024-07-25 05:29:55', '-1'),
('21', '115', '2032-09-05 23:13:14', '1'),
('34', '8', '2025-10-11 13:18:27', '1'),
('16', '124', '2033-06-11 16:13:05', '-1'),
('43', '36', '2026-07-20 12:32:20', '1'),
('46', '102', '2031-08-16 16:30:17', '-1'),
('22', '75', '2029-05-15 14:26:52', '1'),
('13', '4', '2024-01-10 00:20:54', '-1'),
('18', '43', '2026-09-05 18:55:49', '1'),
('16', '61', '2028-03-21 02:16:34', '1'),
('2', '79', '2029-09-06 16:38:02', '1'),
('40', '148', '2035-06-11 20:36:33', '1'),
('25', '55', '2027-09-05 21:07:33', '1'),
('47', '103', '2031-09-06 21:01:30', '1'),
('36', '114', '2032-08-17 09:49:02', '1'),
('45', '66', '2028-08-16 09:55:05', '1'),
('30', '47', '2027-01-10 22:03:07', '1'),
('47', '107', '2032-01-12 00:08:48', '1'),
('37', '44', '2026-10-13 06:37:12', '-1'),
('24', '104', '2031-10-14 08:42:53', '-1'),
('21', '147', '2035-05-15 03:37:16', '-1'),
('46', '139', '2034-09-06 03:36:42', '-1'),
('40', '76', '2029-06-10 16:19:08', '1'),
('19', '11', '2024-07-25 05:29:55', '1'),
('13', '37', '2026-03-21 21:53:06', '1'),
('6', '14', '2024-04-26 14:04:00', '1'),
('24', '74', '2029-04-26 01:02:40', '1'),
('5', '70', '2028-12-16 15:41:20', '1'),
('46', '66', '2028-08-16 09:55:05', '-1'),
('41', '51', '2027-05-16 10:03:24', '1'),
('9', '90', '2030-08-16 14:18:33', '1'),
('27', '39', '2026-05-16 07:51:40', '-1'),
('20', '91', '2030-09-06 18:49:46', '-1'),
('1', '93', '2030-11-22 09:19:33', '1'),
('3', '106', '2031-12-16 22:16:32', '1'),
('6', '111', '2032-05-16 12:09:05', '-1'),
('47', '53', '2027-07-22 05:51:05', '1'),
('3', '72', '2029-02-26 08:50:04', '-1'),
('27', '12', '2025-03-12 00:59:16', '-1'),
('24', '127', '2033-09-06 01:24:58', '1'),
('31', '127', '2033-09-06 01:24:58', '-1'),
('39', '91', '2030-09-06 18:49:46', '1'),
('34', '46', '2026-12-15 20:10:51', '1'),
('37', '77', '2029-07-21 10:14:33', '1'),
('35', '9', '2025-11-16 09:52:49', '-1'),
('4', '87', '2030-05-15 16:38:36', '-1'),
('7', '78', '2029-08-16 12:06:49', '1'),
('16', '25', '2025-03-21 19:41:22', '1'),
('24', '131', '2034-01-11 04:32:16', '-1'),
('5', '80', '2029-10-14 04:19:25', '1'),
('41', '10', '2026-05-03 06:55:32', '1'),
('30', '33', '2025-11-21 07:13:52', '-1'),
('12', '116', '2032-10-13 10:54:37', '1'),
('30', '90', '2030-08-16 14:18:33', '-1'),
('16', '88', '2030-06-10 18:30:52', '1'),
('29', '27', '2025-05-26 00:22:02', '1'),
('1', '88', '2030-06-10 18:30:52', '1'),
('4', '105', '2031-11-22 11:31:17', '-1'),
('29', '57', '2027-11-21 11:37:20', '1'),
('32', '103', '2031-09-06 21:01:30', '1'),
('12', '142', '2034-12-16 04:51:44', '1'),
('8', '126', '2033-08-17 12:00:46', '1'),
('2', '103', '2031-09-06 21:01:30', '1'),
('46', '34', '2026-10-08 09:16:09', '1'),
('50', '60', '2028-02-25 15:31:19', '1'),
('29', '120', '2033-02-25 17:37:00', '1'),
('38', '44', '2026-10-13 06:37:12', '-1'),
('38', '126', '2033-08-17 12:00:46', '1'),
('38', '133', '2034-03-22 06:33:59', '1'),
('38', '110', '2032-04-26 22:44:53', '-1'),
('46', '10', '2026-10-08 09:16:09', '1'),
('50', '41', '2027-02-28 19:33:37', '1'),
('10', '79', '2029-09-06 16:38:02', '1'),
('20', '81', '2029-11-22 07:07:49', '-1'),
('30', '64', '2028-06-10 14:07:24', '1'),
('36', '120', '2033-02-25 17:37:00', '1'),
('5', '87', '2030-05-15 16:38:36', '-1'),
('6', '127', '2033-09-06 01:24:58', '-1'),
('19', '108', '2032-02-26 15:25:16', '1'),
('47', '114', '2032-08-17 09:49:02', '1'),
('9', '65', '2028-07-21 08:02:49', '1'),
('34', '140', '2034-10-13 15:18:05', '1'),
('14', '133', '2034-03-22 06:33:59', '1'),
('30', '69', '2028-11-22 04:56:05', '1'),
('39', '118', '2032-12-16 00:28:16', '1'),
('34', '120', '2033-02-25 17:37:00', '1'),
('39', '111', '2032-05-16 12:09:05', '1'),
('35', '140', '2034-10-13 15:18:05', '-1'),
('48', '19', '2026-12-20 17:31:54', '1'),
('36', '96', '2031-02-26 13:13:32', '1'),
('45', '135', '2034-05-16 16:32:33', '1'),
('7', '80', '2029-10-14 04:19:25', '1'),
('32', '102', '2031-08-16 16:30:17', '1'),
('15', '113', '2032-07-22 07:56:46', '-1'),
('15', '90', '2030-08-16 14:18:33', '1'),
('3', '27', '2025-05-16 05:39:56', '1'),
('47', '74', '2029-04-26 01:02:40', '1'),
('30', '118', '2032-12-16 00:28:16', '-1'),
('6', '102', '2031-08-16 16:30:17', '1'),
('22', '10', '2024-10-16 08:27:46', '-1'),
('44', '28', '2026-08-10 17:03:33', '1'),
('35', '54', '2027-08-17 07:43:21', '1'),
('41', '68', '2028-10-14 02:07:41', '1'),
('11', '84', '2030-02-26 11:01:48', '-1'),
('12', '73', '2029-03-21 04:28:18', '-1'),
('1', '90', '2030-08-16 14:18:33', '-1'),
('40', '142', '2034-12-16 04:51:44', '1'),
('22', '117', '2032-11-21 13:43:01', '1'),
('27', '2', '2025-03-12 00:59:16', '1'),
('1', '131', '2034-01-11 04:32:16', '1'),
('31', '124', '2033-06-11 16:13:05', '1'),
('11', '85', '2030-03-21 06:40:02', '1'),
('14', '8', '2024-02-21 09:23:20', '-1'),
('37', '18', '2026-01-12 10:58:24', '-1'),
('38', '48', '2027-02-25 13:19:35', '1'),
('9', '70', '2028-12-16 15:41:20', '1'),
('29', '132', '2034-02-25 19:48:44', '1'),
('38', '137', '2034-07-20 21:13:13', '1'),
('45', '76', '2029-06-10 16:19:08', '-1'),
('13', '56', '2027-10-13 08:48:56', '-1'),
('23', '128', '2033-10-13 13:06:21', '-1'),
('50', '136', '2034-06-11 18:24:49', '1'),
('10', '27', '2025-05-16 05:39:56', '1'),
('42', '5', '2026-06-16 07:04:59', '1'),
('42', '21', '2026-06-16 07:04:59', '1'),
('37', '22', '2026-01-12 10:58:24', '1'),
('35', '91', '2030-09-06 18:49:46', '-1'),
('49', '102', '2031-08-16 16:30:17', '1'),
('2', '44', '2026-10-13 06:37:12', '1'),
('3', '26', '2025-04-26 16:15:44', '-1'),
('7', '72', '2029-02-26 08:50:04', '1'),
('17', '116', '2032-10-13 10:54:37', '1'),
('43', '117', '2032-11-21 13:43:01', '1'),
('20', '32', '2025-10-13 04:25:28', '1'),
('21', '50', '2027-04-26 20:39:12', '1'),
('33', '145', '2035-03-20 17:38:42', '-1'),
('31', '24', '2025-07-02 12:03:25', '1'),
('40', '6', '2026-04-30 00:41:30', '1'),
('42', '103', '2031-09-06 21:01:30', '-1'),
('13', '62', '2028-04-25 22:50:56', '-1'),
('36', '46', '2026-12-15 20:10:51', '1'),
('10', '95', '2031-01-11 21:57:04', '1'),
('30', '22', '2025-06-30 20:56:24', '1'),
('13', '73', '2029-03-21 04:28:18', '1'),
('42', '57', '2027-11-21 11:37:20', '1'),
('2', '138', '2034-08-15 23:05:29', '1'),
('21', '70', '2028-12-16 15:41:20', '1'),
('28', '115', '2032-09-05 23:13:14', '-1'),
('18', '19', '2024-09-05 14:32:21', '1'),
('9', '72', '2029-02-26 08:50:04', '-1'),
('35', '93', '2030-11-22 09:19:33', '1'),
('35', '85', '2030-03-21 06:40:02', '1'),
('2', '140', '2034-10-13 15:18:05', '1'),
('16', '109', '2032-03-22 02:10:31', '1'),
('34', '53', '2027-07-22 05:51:05', '1'),
('7', '21', '2024-11-21 05:02:08', '-1'),
('29', '99', '2031-05-15 18:50:20', '-1'),
('41', '72', '2029-02-26 08:50:04', '-1'),
('14', '81', '2029-11-22 07:07:49', '-1'),
('12', '144', '2035-02-25 22:00:28', '1'),
('27', '102', '2031-08-16 16:30:17', '1'),
('33', '78', '2029-08-16 12:06:49', '1'),
('14', '50', '2027-04-26 20:39:12', '-1'),
('29', '7', '2025-05-26 00:22:02', '1'),
('40', '49', '2027-03-22 00:04:50', '1'),
('44', '74', '2029-04-26 01:02:40', '-1'),
('16', '31', '2025-09-05 16:44:05', '1'),
('45', '70', '2028-12-16 15:41:20', '1'),
('3', '44', '2026-10-13 06:37:12', '1'),
('43', '114', '2032-08-17 09:49:02', '1'),
('50', '1', '2027-02-28 19:33:37', '1'),
('44', '40', '2026-08-10 17:03:33', '-1'),
('22', '127', '2033-09-06 01:24:58', '1'),
('35', '142', '2034-12-16 04:51:44', '1'),
('17', '23', '2025-01-10 17:39:39', '1'),
('49', '45', '2027-01-25 14:06:16', '-1'),
('34', '38', '2026-04-26 18:27:28', '1'),
('37', '73', '2029-03-21 04:28:18', '1'),
('9', '91', '2030-09-06 18:49:46', '1'),
('29', '16', '2025-05-26 00:22:02', '1'),
('19', '65', '2028-07-21 08:02:49', '-1'),
('26', '135', '2034-05-16 16:32:33', '-1'),
('12', '52', '2027-06-11 11:55:40', '-1'),
('34', '39', '2026-05-16 07:51:40', '1'),
('6', '116', '2032-10-13 10:54:37', '-1'),
('2', '27', '2025-05-16 05:39:56', '1'),
('2', '146', '2035-04-27 05:20:05', '-1'),
('5', '15', '2024-05-16 03:28:12', '-1'),
('29', '123', '2033-05-16 14:20:49', '1'),
('43', '44', '2026-10-13 06:37:12', '-1'),
('49', '44', '2027-01-25 14:06:16', '-1'),
('2', '99', '2031-05-15 18:50:20', '1'),
('33', '115', '2032-09-05 23:13:14', '1'),
('4', '80', '2029-10-14 04:19:25', '-1'),
('29', '121', '2033-03-22 04:22:15', '1'),
('43', '145', '2035-03-20 17:38:42', '1'),
('47', '82', '2029-12-16 17:53:04', '1'),
('18', '111', '2032-05-16 12:09:05', '1'),
('31', '99', '2031-05-15 18:50:20', '1'),
('2', '93', '2030-11-22 09:19:33', '1'),
('15', '13', '2024-03-26 14:50:41', '1'),
('36', '19', '2025-12-09 05:31:03', '-1'),
('22', '7', '2024-10-16 08:27:46', '1'),
('20', '26', '2025-04-26 16:15:44', '-1'),
('39', '49', '2027-03-22 00:04:50', '1'),
('40', '108', '2032-02-26 15:25:16', '1'),
('36', '72', '2029-02-26 08:50:04', '1'),
('42', '31', '2026-06-16 07:04:59', '-1'),
('6', '122', '2033-04-27 00:56:37', '1'),
('28', '123', '2033-05-16 14:20:49', '1'),
('48', '29', '2026-12-20 17:31:54', '1'),
('5', '29', '2025-07-22 01:27:37', '1'),
('39', '32', '2026-03-25 04:07:08', '-1'),
('16', '96', '2031-02-26 13:13:32', '-1'),
('16', '63', '2028-05-15 12:15:08', '1'),
('44', '57', '2027-11-21 11:37:20', '1'),
('11', '54', '2027-08-17 07:43:21', '1'),
('27', '25', '2025-03-21 19:41:22', '-1'),
('5', '64', '2028-06-10 14:07:24', '-1'),
('20', '137', '2034-07-20 21:13:13', '1'),
('14', '132', '2034-02-25 19:48:44', '1'),
('45', '92', '2030-10-14 06:31:09', '1'),
('50', '143', '2035-01-11 06:44:00', '1'),
('12', '11', '2024-01-11 15:27:55', '1'),
('27', '141', '2034-11-21 18:06:29', '1'),
('15', '56', '2027-10-13 08:48:56', '-1'),
('29', '67', '2028-09-06 14:26:18', '1'),
('48', '6', '2026-12-20 17:31:54', '1'),
('40', '38', '2026-04-30 00:41:30', '1'),
('7', '128', '2033-10-13 13:06:21', '-1'),
('13', '66', '2028-08-16 09:55:05', '1'),
('44', '2', '2026-08-10 17:03:33', '1'),
('35', '50', '2027-04-26 20:39:12', '1'),
('33', '130', '2033-12-16 02:40:00', '1'),
('5', '146', '2035-04-27 05:20:05', '1'),
('23', '69', '2028-11-22 04:56:05', '1'),
('1', '14', '2024-04-26 14:04:00', '-1'),
('40', '26', '2026-04-30 00:41:30', '-1'),
('41', '109', '2032-03-22 02:10:31', '1'),
('25', '107', '2032-01-12 00:08:48', '1'),
('27', '144', '2035-02-25 22:00:28', '1'),
('41', '99', '2031-05-15 18:50:20', '-1'),
('12', '95', '2031-01-11 21:57:04', '1'),
('12', '48', '2027-02-25 13:19:35', '1'),
('33', '99', '2031-05-15 18:50:20', '-1'),
('9', '19', '2024-09-05 14:32:21', '-1'),
('39', '147', '2035-05-15 03:37:16', '1'),
('39', '60', '2028-02-25 15:31:19', '-1'),
('4', '125', '2033-07-20 19:01:29', '-1'),
('35', '124', '2033-06-11 16:13:05', '1'),
('28', '35', '2026-01-10 19:51:23', '1'),
('43', '126', '2033-08-17 12:00:46', '-1'),
('22', '78', '2029-08-16 12:06:49', '1'),
('13', '104', '2031-10-14 08:42:53', '-1'),
('12', '85', '2030-03-21 06:40:02', '-1'),
('4', '114', '2032-08-17 09:49:02', '-1'),
('18', '10', '2024-06-21 00:02:34', '1'),
('50', '59', '2028-01-11 00:14:51', '1'),
('38', '87', '2030-05-15 16:38:36', '1'),
('15', '86', '2030-04-26 03:14:24', '-1'),
('31', '111', '2032-05-16 12:09:05', '1'),
('10', '67', '2028-09-06 14:26:18', '1'),
('30', '50', '2027-04-26 20:39:12', '-1'),
('36', '3', '2025-12-09 05:31:03', '-1'),
('44', '22', '2026-08-10 17:03:33', '1'),
('41', '12', '2026-05-03 06:55:32', '-1'),
('1', '23', '2025-01-10 17:39:39', '1'),
('18', '46', '2026-12-15 20:10:51', '-1'),
('12', '44', '2026-10-13 06:37:12', '1'),
('41', '45', '2026-11-21 09:25:36', '1'),
('8', '24', '2025-02-27 00:03:08', '1'),
('40', '124', '2033-06-11 16:13:05', '1'),
('15', '58', '2027-12-15 22:22:35', '1'),
('50', '140', '2034-10-13 15:18:05', '1'),
('8', '81', '2029-11-22 07:07:49', '1'),
('38', '76', '2029-06-10 16:19:08', '1'),
('5', '50', '2027-04-26 20:39:12', '1'),
('28', '70', '2028-12-16 15:41:20', '1'),
('44', '13', '2026-08-10 17:03:33', '-1'),
('9', '94', '2030-12-16 20:04:48', '1'),
('45', '119', '2033-01-11 02:20:32', '-1'),
('32', '132', '2034-02-25 19:48:44', '1'),
('22', '48', '2027-02-25 13:19:35', '1'),
('13', '36', '2026-02-27 02:14:52', '1'),
('3', '30', '2025-08-17 03:19:53', '-1'),
('31', '68', '2028-10-14 02:07:41', '1'),
('13', '49', '2027-03-22 00:04:50', '1'),
('48', '2', '2026-12-20 17:31:54', '-1'),
('27', '30', '2025-08-17 03:19:53', '1'),
('44', '107', '2032-01-12 00:08:48', '1'),
('9', '78', '2029-08-16 12:06:49', '-1'),
('13', '50', '2027-04-26 20:39:12', '-1'),
('8', '130', '2033-12-16 02:40:00', '1'),
('37', '13', '2026-01-12 10:58:24', '1'),
('44', '9', '2026-08-10 17:03:33', '1'),
('9', '92', '2030-10-14 06:31:09', '1'),
('22', '36', '2026-02-27 02:14:52', '1'),
('4', '38', '2026-04-26 18:27:28', '1'),
